Reviewer_score,Visit_date,Reviewer_name,Number_of_reviewers_reviews,Trip_type,Review_object_name,Review_year,Review_day_of_week,Country,Review_combined,Number_of_words_in_review,Reviewer_gender
4,1/10/2012,silencd,356   Reviews,business,   ani plaza hotel  ,2012,Saturday,albania,good hotel in a good place this is a big tourist hotel build in soviet time but renovated they are expensive  you can find the normal room twice as cheap in small hotel rooms are different mine was about 25 m sqbreakfast is good gym is ok water pool is ok but they ask to wear the cap be advised that their cost of taxi callreservation duplicates the normal street cost just go to the street taxi there is cheap in a hot day or in a cold day the central ventilation produce a serious noise i was happy to be during the cool weather so the open window was perfect,111,unknown
4,1/7/2012,lawry-m,31   Reviews,family,   ani plaza hotel  ,2012,Thursday,republic of south africa,perfect location beautiful location  the rooms are antiquated and neglected but this is overshadowed by all the other positives excellent food armenian standards extremely polite staff who are perfectly fluent in english and helpful  i had a look at a number of other hotels but they couldnt compare dont waste your time  stay here,54,male
3,1/9/2012,LecramG,39   Reviews,business,   ani plaza hotel  ,2012,Friday,belgium,excellent location room small and worn out reception was friendly there is free internet a swimming pool and gym extra 3000 dram location is the biggest selling point big downfall was my single room on 6th floor small room single bed old carpet and low ceiling im 186m but could put my hand on the ceilingthat means it is too low another minus is the noise staff chat loudly in the morning and my room was too close to the lifts so i heard every pingbreakfast is good the breakfast place is worn out i will try another hotel next time in yerevan,103,unknown
5,1/7/2012,Satenik S,2   Reviews,family,   ani plaza hotel  ,2012,Monday,usa,everythings good i have stayed here for a week in 2012 the stuff was friendly and kind we had a little problem so when we asked they helped us immediately the rooms were clean amd i really like its location it is situated in the heart of yerevan so i find everything good,53,female
3,1/7/2012,Pelourinho,317   Reviews,family,   ani plaza hotel  ,2012,Wednesday,norway,all right i guess we stayed one night at this rather onedimentional and bland hotel in central yerevan austrian airways payed because our plane to vienna was 12 hours delayedthe location is fine quite close to republic square our room was large with a spacious and wellequipped barhroom it was clean with  muchneeded airconditioning the hotel itself had kind of a sovietfeel to it especially the diningareathe breakfast buffet was tasteless and not very appetizing taxies outside tried to overcharge usall right i guess but not my kind of place,90,unknown
3,1/7/2012,Hamid F,26   Reviews,business,   ani plaza hotel  ,2012,Monday,turkey,a business stay i was stayed in this hotel some years ago i think in 2008 it is rehabilated my room is big enough with a separation on sleeping part with dining room the standard is not high but reasonable the location of this hotel is excellent near to yeravan citys main part republic squre shopping magazine opera hall the staff is still needed to train more,67,male
3,1/6/2012,TSBChandigarh,14   Reviews,business,   ani plaza hotel  ,2012,Saturday,india,good stay i had stayed in ani plaza in june during a business trip to yerevan i stayed in a single room the room size was bit small the tv was not good with very less internationalenglish channels bathrooms were clean there was very little variety in the breakfast and service was slow the major advantage with this hotel is its location it is near to main market and tourist attractions wifi was good at lobby but was weak in room,81,unknown
4,1/5/2012,llampec,695   Reviews,couple,   ani plaza hotel  ,2012,Tuesday,spain,a pleasant stage excellent situation 10 from operacascade and also to the square republic the emblematic points of the city rooms ok a bit sovietic with tv frig hairdryer and free wifi normal in armenia ask for a room looking south odd number a high store 11 and the east side the highest numbers of each store the only way to evoid the spoiled back  and to enjoy the view of the mytic and beautiful ararat weather permiting fast lifts good breakfast outside in the west corner of the hotel you have an small office to exchange your divisa rate is fix in all offices only an small fault with the porter trying to have an excessive tip ,118,male
3,1/4/2012,TravelGuide77,69   Reviews,friends,   ani plaza hotel  ,2012,Friday,italy,less than expected when you go to armenia you must consider that their way of rating hotels is different so i would say that this 4 star hotel could be compared to any 3 star european hotel the position is good the service also its clean but the rooms are small and old styled its difficult to sleep because you can hear your neighbours talk the restaurant food is on buffet but really poor in variety if you order espresso in the bar near reception please remember to ask the small one otherwise youll get you espesso coffee in greek way never say turkish please with your cup fullfilled,109,unknown
2,1/4/2012,Isoruku,123   Reviews,business,   ani plaza hotel  ,2012,Tuesday,usa,"average for the former ussr  poor i am tempted to give the ani plaza a threestar average rating but i just cant bring myself do it yes it offers an adequate breakfast but nothing special and the cocktail loungecafe has a kitschy 1960s feel to it and actually has good pizza and very courteous waiters but the main problem are the rooms  and that is the main point of a hotel what is your room like 

the rooms are laid out in a bizarre fashion with a main roombathroom greeting you as you enter but then you notice a long long wall with an opening at the far end you walk into this opening and look down a long dark corridor to find your bed somewhere in the distance and they squeeze in very wide beds which makes maneuvering almost impossible when you get situated for the night you realize that the television is back at the other end  maybe eight meters away a tiny dot at the end of a tunnel tunnel is the right word because its dark in there

why they dont knock out those walls and open up some space is beyond me and while theyre at it they might want to rip out the carpeting which was laid down some time during the khrushchev era 

do yourself a favor and stay at the hotel meg or the congress which my colleagues tell me is much more up to datei am tempted to give the ani plaza a threestar average rating but i just cant bring myself do it yes it offers an adequate breakfast but nothing special and the cocktail loungecafe has a kitschy 1960s feel to it and actually has good pizza and very courteous waiters but the main problem are the rooms  and that is the main point of a hotel what is your room like the rooms are laid out in a bizarre fashion with a main roombathroom greeting you as you enter but then you notice a long long wall with an opening at the far end you walk into this opening and look down a long dark corridor to find your bed somewhere in the distance and they squeeze in very wide beds which makes maneuvering almost impossible when you get situated for the night you realize that the television is back at the other end  maybe eight meters away a tiny dot at the end of a tunnel tunnel is the right word because its dark in therewhy they dont knock out those walls and open up some space is beyond me and while theyre at it they might want to rip out the carpeting which was laid down some time during the khrushchev era do yourself a favor and stay at the hotel meg or the congress which my colleagues tell me is much more up to date than the wornout ani plaza",485,male
5,1/3/2012,Sylvia k,57   Reviews,business,   ani plaza hotel  ,2012,Thursday,lebanon,excellent hotel ive been in this hotel last week and all i can say is that the location of the hotel is perfect  the stuff is very kind the rooms are clean and the food is excellent the only thing that can disturb you a little is that you can hear your neighbour if he is talking loudly in one word  qualite prix perfect,64,female
5,1/9/2011,Surveyor28,47   Reviews,business,   ani plaza hotel  ,2011,Sunday,uk,recent business trip i recently stayed at this hotel during a business trip to yerevan for the hand over ceremony of the new airport departure lounge i had a large single room that fully met all my needs and was very clean and comfortable hotel is a great central location with all amenities etc nearby the outside bar seating area was made use of most evenings and allowed me to relax and entertain clients perfectly breakfast was a little limited but then i only have toast so met my needs and i only sampled the bar food which was excellent all the staff were helpful and courteous and in all i enjoyed my stay free wifi was a bonus and to conclude a good hotel in an excellent location of which i would have no reservation in returning to,139,male
3,1/9/2011,JohnDoe049,30   Reviews,business,   ani plaza hotel  ,2011,Monday,turkey,an average hotel i have been at this hotel for a business meeting in september 2011 our meeting room had lack of air conditioning so i would not recommend the hotel for a business meeting about my staying experience i can say that the room was furnished with old furniture and it was very poor in soundproof quality the doors of all the rooms at my floor had a 23 cm space at the bottom which led to a serious breeze within the roomthis also affects the noise level in your room when people talk at the corridor and the cleaning personnel do that a lot in the morning out loud it feels like just next to you or as my room was very close to the emergency exit when people smoke there you can feel it all in your room if i come to the  positive sides the meals were delicious the hotel was clean and the location of it is great at the center of the city another small but good thing was that the room had an alternative hard pillow unlike the soft pillows hotels like to offer which came as a nice surprise for me who cant be comfortable in soft pillows in overall i can say that the priceperformance quality of the hotel is far from optimum and i would recommend to look for other options at first if you look for a real 4 star hotel,242,male
4,1/11/2010,Hilfiger73,1 review,family,   ani plaza hotel  ,2010,Saturday,germany,great location clean and helpful staff the hotel is very clean the beds are huge the bathroom was good views were nice as was the direct light coming in the windows breakfast was very good my family loved itprice is very reasonable taxis available at the doorwill definitely be returning and staying here again,54,male
5,1/8/2010,Josef87,1 review,solo,   ani plaza hotel  ,2010,Thursday,sweden,great people great people the breakfast was fine toothe hoteldiscount at the ani website for more than 5 days was a valueaugust is not the best time to see the ararat from the highest floorsdont count on thatand you have a chance for a great surprize,46,male
4,1/10/2010,stevenpavan,1 review,business,   ani plaza hotel  ,2010,Monday,belgium,price quality it is one of the best hotels i have ever stayed this hotel is very well located at the city centerupon arrival at the hotel people at the desk are very friendly and helpfullthey assist you on all your demands the rooms are very functionalif i have to go back to armenia it is for sure that i will take this hotel again,65,unknown
5,1/4/2010,Sev8196,41   Reviews,business,   ani plaza hotel  ,2010,Monday,usa,good hotel with great service i stayed here for three days because i had my friends wedding in etchmiadzin  i t was the only hotel available  it was very nice  the rooms were descent clean and had ac  the location is good just a few minutes away by walking to the republic square the staff was great  they helped get me a shouffer to ride me to etchmiadzin  they also planned for me and a few other guests to go to tatev monestary a must see  they are doing a great job on it  facilities are useful and the lobbby is nice,102,male
1,1/9/2010,werf71,1 review,solo,   ani plaza hotel  ,2010,Sunday,cyprus,may be worst hotel  where i was and never return back at first my opinion is concern  my rate is  max absolute discrepancy i had a transit trip through yerevan and stay and hotel from 200 am till 1200 noon yes its not so much but enough to be dissapointed i just needed to sleep in quite clean and secure place and i had no time to select it was recommended at airport where is no hotels as medium class hotel i can say so much little thing what i didnt like but awful was two things 1 i came to breakfast 40min until end first impression  there was a fight about 7 people of staff made something around fussing but i cant find clean tablei was not anybody interested then i tried cold and unsavory food but only coffee was up to me2 and that killed me  it is a taxi to the airport this is the story over several pages but if briefly the taxi driver and a girl from the hotel tried to pull out of me double price with discouraging arrogancefriends stay at home or try to find something betteri warned you,196,male
5,1/1/2010,NewYork121,27   Reviews,family,   ani plaza hotel  ,2010,Thursday,usa,a pleasure it was great  the hotel staff was very friendly and helpful  they helped me plan my days in armenia which is a great country and i will visit it again as i do because i am so attached even though i am not armenian  the hotel has great service and its location is good with many stores nearby  the rooms were roomy and had air conditioning,68,male
4,1/8/2010,joseph59,103   Reviews,business,   ani plaza hotel  ,2010,Friday,netherlands,an excellent hotel with no frills i have slept for three nights building and interior in sovjet style rooms are well maintained everywhere there is free wifi breakfast is fine except the crappy coffee also buffet lunch and dinner are well cared for the staff speaks excellent english and is very friendly and helpful location is also ok atm and supermarket nearby also near the city center and near  good resaturants,71,male
3,1/4/2010,bestUk,17   Reviews,business,   ani plaza hotel  ,2010,Friday,uk,reasonable price at convenient location i stayed for about a week at that time due to some huge tourist group the hotel lobby and breakfast place were overflowing with people that affects waiting at the elevators and search for a breakfast table nevertheless the staff were good and used to promptly get food for the breakfastit is good here the rooms are really small but kept neat just across the hotel is a bank machine and nice restaurents around the place is walking distance to the centre of the town hotels airport pick up was goodat a price,98,unknown
2,1/4/2010,freudsid,19   Reviews,couple,   ani plaza hotel  ,2010,Sunday,usa,soviet era remodel still dreary but well located this is barely a 3 star on western standards but given its location it gets the 3rd be sure to avoid economy or standard rooms which are little more than closets with hard twin beds holes in the wall doors that dont fit and a barely acceptable bathroom business affords larger space and some nonsmoking roomshotel reeks from cigarettes the air circulation is bad and windows dont open no real lobby decent whiskey bar staff is very nice,86,unknown
4,1/4/2010,Machaboy,23   Reviews,business,   ani plaza hotel  ,2010,Friday,usa,decent location the hotel is definitely aging but is relatively well maintained my room was clean and spacious on the 2nd floor but the only complaint i had was that there was no heating so it could be cold at night especially during the night and you definitely need extra blanketslocationwise there is a supermarket right around the corner with a currency exchange counter also available at the hotel it is a 1015 minute walk to the republic square there are a few good restaurants in the neighborhood within 1015 minutes on footthe reception staff speak very good english and are polite breakfast was just the usual standard fare for rooms facing the front traffic noise will become an issue starting at around 9am on working days if you are still resting in your room that is,137,unknown
4,1/8/2009,San16Tbilisi,1 review,solo,   ani plaza hotel  ,2010,Monday,georgia,ani plaza hotel i had fun in the hotel in august it was pretty cool the best thing in the hotel is its location it is in the downtown of yerevan and besides it is not so expensive the staff is very friendly it was a great trip armenia is a very nice country you can ask the staff they will tell you the places,65,unknown
3,1/2/2014,BarryHaymer,13   Reviews,family,   ararat hotel  ,2014,Friday,iran,average hotel  good for easy going people i ve stayed at this hotel for about 5 days  the hotel is safe and clean  but quite typical the lobby area is closed and almost no air to breathe when you re sitting in the balcony of the hotel room did not  the worst part of this hotel for me was the breakfast for the first time in my life i had exactly a model of consecutive days i eat breakfast which was pretty horrible  of course you would prefer the fourth day after breakfast to hotel regardless  wifi works well only in certain rooms  i have a good wifi i had  i change my room  compared to other hotels in yerevan  ararat hotel is a good hotel but compared to countries where the tourism industry has grown so much in common,140,unknown
4,1/10/2013,Garo B,13   Reviews,couple,   ararat hotel  ,2013,Wednesday,lebanon,best value for money i stayed at ararat hotel from october 7th till october 18th 2013 my room was the most spacious room ive been to for a long time the room was always clean the staff were friendly and helpful whenever i requested a taxi it would arrive in less then 5 minutesthe location of the hotel is perfect 7 minutes walk from the republic squarebreakfast was okay satisfies all kinds of preferences my wife being a vegetarian had concerns that she will not find anything to eat but that did not happen there was always a wide variety i will definitely visit this hotel again when i am in yerevanspecial thanks to the reception desk staff always smiling  and of course hagop  the most helpful staff member,129,male
2,1/8/2012,Henri_R_F,100   Reviews,friends,   ararat hotel  ,2012,Sunday,brazil,needs improving the hotel has a great location near the centre of the city however for the type of hotel i found a number of thing lacking in august the temperature is high in yerevan and i found that the air conditioning did not work correctly and since there are no windows to open the rooms where hot and stuffy wifi worked in some rooms bathroom mat  getting out of the shower is a slippery exercise and there was no floor mat in either of the rooms i was in thin matress  i could feel the wooden plank throught the matress,101,unknown
5,1/12/2011,Rizone R,5   Reviews,business,   ararat hotel  ,2011,Friday,tanzania,very friendly armenia with arart hotel it was my first trip to armenia and i liked this ancient nation with his hospitality  about hotel i can say that its a great place for living in the heart of yerevan near the republic square embassies  municipality and i really enjoyed it staff was very friendly room as very comfortable and clean with complimentary drinks and chocolate i really really like it,70,male
3,1/5/2011,Helka L,30   Reviews,friends,   ararat hotel  ,2011,Monday,finland,nice lounge behind the reception desk spacious rooms old but partly refurbished hotel it was nice to have a drink in a kind of inner garden lounge which is hiding behind the reception desk,34,female
2,1/3/2011,apearce53,25   Reviews,business,   ararat hotel  ,2011,Friday,uk,didnt improve on a 2nd visit rooms dirty and dingey  beds not nice  breakfast dire despite the upgraded restaurant  bathroom grim  in my oppinion it had got worse  nobody seemed to know what they were doing  there are better hotels in this lovely city  my advice would be to use them,51,unknown
3,1/4/2011,S-zinha,23   Reviews,solo,   ararat hotel  ,2011,Thursday,kuwait,very obliging staff most of the staff were lovely  always willing to help out and offer advice  room was a good size and comfortably furnished  however it was very hot and i couldnt find a way to make it cooler other than opening the windows which was not ideal as the road outside was very noisy   i was disappointed with the size of the pool and didnt feel at ease using the gymnasium  location was good as i could walk to all the main sights without any problems,88,female
3,1/10/2010,apearce53,25   Reviews,business,   ararat hotel  ,2010,Monday,uk,makes a change from an international chain bad start prearranged pickup not at the airport to meet me  they forgot  took three phone calls and an hour to sort hotel definately not up to the star rating but rooms comfortable  spacious  high bed linen clean but thin my room was at the front on to a busy road so very noisy room service took an hour but this was a language problem most of the staff have little english  but then lets remember most of us have zero armenian dont plan on using the gym  equipment all looked battered and with wires and plug sockets everywhereall that said  once i got into the rhythm of the place  used face toface conversation and not the phone everybody was upbeat and smiley certainly gave you a sense of being in a different country rather than a major hotel chain so it had some uniqueness which for me made it more memorable than some of the more bland 5 hotels ive stayed in young friendly staff spoilt by the fact that it would not take the owners much to make this hotel much better than it is example  do you have an hotel business card  no see what i mean small stuff,209,unknown
5,1/3/2010,Mane S,9   Reviews,business,   ararat hotel  ,2010,Friday,armenia,pretty good i liked it i havent been in armenia for a while and came to meet my friends in order to make my stay more comfortable i decided to stay at a hotel my friends arranged my stay at ararat hotel when i saw previous reviews i complained i didnt want to stay at a bad hotel with problems but when i arrived i understood why they chose itvery very friendly stuff they were always smiling and did everything to please their guests although there was 1 receptionist but they were doing a great job and i didnt have to wait the room was very modern and wellfurnished tv with satellite free access to a high speed internet for 24 hours the housekeeping just amazed me i never knew how they came when they came and cleaned up my room a wonderful winter garden good musici just really enjoyed my stay therethank you guys a lot,157,female
3,1/10/2010,dekanus,31   Reviews,business,   best eastern arma hotel  ,2010,Thursday,germany,perfect location and friendly personal but it needs urgently renovation just  for you to know this hotel is my choice during my frequent stays in yerevan the positive points of this hotel are the hotel is situated on the hills in yerevan with magnificent view over the city and its surrounding mountains ararat included see fotos nevertheless it is only 7 min drive to the center of the city the air is always clean and refreshing something you have not granted in yerevan the view is offered you from your own little private balcony where you  will  enjoy beautiful sunsets the staff is especially friendly and do everything they can do to help you this far above normal helpfulness is valid for the front office the housekeeping and also the restaurant staff in special cases even the management is doing their part in this excellent service management the major negative side of this hotel is the crying lack of renovation concerning the rooms and the whole main building less the restaurant everything needs a major overhaul there are cracks in the walls paint is missing the floors in the rooms need urgently to be renewed and the bathrooms need some renewals higher quality beds would also be of advantage also the fitness room would substantially profit from a repair and the one or other more modern machine like a cross trainer for example because of this backlog of maintenance the cleanliness is not perfect although the staff does everything tojust  for you to know this hotel is my choice during my frequent stays in yerevan the positive points of this hotel are the hotel is situated on the hills in yerevan with magnificent view over the city and its surrounding mountains ararat included see fotos nevertheless it is only 7 min drive to the center of the city the air is always clean and refreshing something you have not granted in yerevan the view is offered you from your own little private balcony where you  will  enjoy beautiful sunsets the staff is especially friendly and do everything they can do to help you this far above normal helpfulness is valid for the front office the housekeeping and also the restaurant staff in special cases even the management is doing their part in this excellent service management the major negative side of this hotel is the crying lack of renovation concerning the rooms and the whole main building less the restaurant everything needs a major overhaul there are cracks in the walls paint is missing the floors in the rooms need urgently to be renewed and the bathrooms need some renewals higher quality beds would also be of advantage also the fitness room would substantially profit from a repair and the one or other more modern machine like a cross trainer for example because of this backlog of maintenance the cleanliness is not perfect although the staff does everything to keep the old things clean at the end of the day when you see the whole picture the positive points outweigh the disadvantages at least for me i certainly would recommend this hotel as valid alternative to the hotels in the center of the city where you can retreat in the evening and have a certain feeling of being home,549,unknown
3,1/10/2013,Sanjulina,77   Reviews,couple,   bass boutique hotel  ,2014,Friday,serbia,very small hotel rooms are small even apartment is nothing specialits clean and new but somehow it feels theres no one in the hotelstaff are friendly but with poor english breakfast was extremely poor with no options it looks more like a student canteenits 15 minutes walking to the center but hard to find if you dont know the city,60,unknown
5,1/5/2014,HistoryandSafety,62   Reviews,friends,   bass boutique hotel  ,2014,Wednesday,usa,a local friend recommended this and i took him to dinner we had stayed at more upscale expensive hotels a friend recommended this one and we were quite pleased  not in the center of town but also not far away  an inexpensive cab ride to most local attractions about 10 to airport but about 30 from the airport  when you see yerevan traffic you will understand why the difference  nice saunahottub free but reserve an hour in advance  fast and free wifiif you want the action of all night disco try a place closer to the center of town  if you want courteous englishspeaking staff money exchange about 100 steps away cash is used more frequently than credit cards clean and modern room and bath and a fantastic view of mt ararat this is the place,136,unknown
5,1/3/2014,JenClement,4   Reviews,business,   bass boutique hotel  ,2014,Sunday,france,very nice small hotel with a friendly staff very nice place to stay in yerevan if small hôtels are preferred friendly staff clean rooms good service and affordable too it is located a little off thé main streets but its not too far and is quiet,46,unknown
4,1/11/2013,lobelius,22   Reviews,business,   bass boutique hotel  ,2013,Sunday,italy,excellent small hotel excellente hotel in yerevan very good value for money same rate hotels cost double and are generally located in highly trafficed roads although closer to city centrethe small road where hotel is located is residential and tranquil very close to american university subway station and parliament taxis in yerevan are inexpensive so it will not be a problem mind though that very few taxi drivers can give you a receipt for your ridehotel sauna and jacuzzi are small but comfortable wifi works quite well in the rooms signal and bandwith ok personnel generally speaks english although some difficulties may arise for more elaborate questionsnice breakfasts with cheese salami ham homelette will be offered and powder coffee chocolate teas fresh milk fruit juices from concentrates avoid cake a couple of cereals freshly baked breadrestaurant menu very satisfactory with a selection of national dishes very nicely cooked restaurant will be rarely full but setting is very relaxingoverall i had an excellent experience and would definitely come back,168,unknown
5,1/11/2013,Iriana_t,12   Reviews,couple,   bass boutique hotel  ,2013,Saturday,indonesia,nice rooms  good deal  perfect hotel area a little far from central city but near metro station less than 5 minutes by foot we walked down to central city it took more than 25 minutes and we enjoyed on the way down to city we passed lover park opposite president palace beautiful building of perliament of ra beautiful old houses opera n ballet theatre swan lake down to shopping walking area and reached republic square room was clean big enough for us facing the street but we slept comfortable no noisyservice from the staff very good friendly helpful and good englishdinner at the hotel was good too price wasnt expensive breakfast healthy enough no complainedwe stayed 3 nights and we enjoyed,121,unknown
2,1/11/2013,MartijnK753,29   Reviews,couple,   bass boutique hotel  ,2013,Friday,belgium,doesnt deliver what it promises we choose this hotel based on the favourable reviews on bookingcom that is and the spa spa was small but nice and the option to have it all to yourselves is the best part of this hotel staff is friendly en the design suggests a 4star boutique property but unfortunately it doesnt deliver the main problem are the beds so hard that it was impossible for ús to sleep in staff did ll they could to help me out at 0300 am but couldnt accommodate breakfast was minimal finally location is just a bit too far from the city centre would only recommend if a hard bed is not a problem,116,unknown
5,1/7/2013,Zepur,55   Reviews,family,   bass boutique hotel  ,2013,Monday,armenia,perfect place to relax a little bit away from the city center and noiseeasy to get a car a bus and even close to the metro station baghramyan 5 minutes by foothospitable and happy staffgood breakfast light and healthythere is a supermarket just at the corner where you can find everythingthe hotel is very clean and the room cleaning is very neatto be brief a perfect stay for couples families and small groups ,73,female
3,1/7/2015,Cameron S,1 review,business,   best western plus congress hotel  ,2015,Sunday,denmark,services could be better one day the shampoo was missing the order day the towels were not there response time was extremely slow i made my comment to the reception they were though responsive right after check out as a diamond member i did not get any benefits,48,male
1,1/6/2015,MarkGhorbani,1 review,business,   best western plus congress hotel  ,2015,Tuesday,usa,did not meet my expectations unfriendly and unknowable staffthey do not understand the 1st thing about a guest and its needsi am sorry that i have stayed here and will never stay with this hotel or bestwestern again i am sure you can find a better deal and a more friendly hotel,52,unknown
4,1/11/2014,BruxelasDali,6   Reviews,business,   best western plus congress hotel  ,2014,Saturday,belgium,best western yerevan if you have to go to yerevan this is definitely a hotel to consider specially in terms of serveice ameniteis and staff all for a decent price i stayed several times at the hotel and when i had to try altenatives i might have made the wrong choice,51,unknown
4,1/7/2014,BruxelasDali,6   Reviews,business,   best western plus congress hotel  ,2014,Wednesday,belgium,best western yerevan a very good hotelexcelente value for money friendly staff  only as i do not like to put he airco to max the bed linnen can become too warm in hot weather  hence the average sleep quality as this is a problema in a lot of hotels i stayed due to standardisation of the service and the extreme usage of climatisation in the rooms which i dislike in the summer moderate usage of cooling is a must for several reasons,82,unknown
4,1/5/2014,KLBTraveller,276   Reviews,friends,   best western plus congress hotel  ,2014,Friday,republic of south africa,"great stay with some reservations stayed here for a week at the beginning of may used the hotel as a base to explore the surrounding areas of armenia for this the hotel was fit for purpose the hotel is ideally situated a few minutes from republic square with public gardens on two sides everything in central yerevan is within easy walking distance reception is efficient friendly and helpful with reasonably good command of english there is a money exchange on the premises but here hand gestures and facial contortions required to communicate no english there is one lift directly in the foyer and another tucked away down the passage it is one of the slowest lifts i have encountered  have to use the stairs at peak times or put up with a long wait  a very long wait

had reserved an executive room which turned out to be a corner room with views of mt ararat what a bonus the changing colours and perspectives of ararat at different times of the day was mesmerising and helped dilute the niggles with the hotel the one window looked out over the pool area and the other over english park the pool was empty the room was comfortable and of reasonable size by european standards there were however a colony of flies that were circling the main light in the room and as much as we tried to dispatch them reinforcements kept the colony going simplystayed here for a week at the beginning of may used the hotel as a base to explore the surrounding areas of armenia for this the hotel was fit for purpose the hotel is ideally situated a few minutes from republic square with public gardens on two sides everything in central yerevan is within easy walking distance reception is efficient friendly and helpful with reasonably good command of english there is a money exchange on the premises but here hand gestures and facial contortions required to communicate no english there is one lift directly in the foyer and another tucked away down the passage it is one of the slowest lifts i have encountered  have to use the stairs at peak times or put up with a long wait  a very long waithad reserved an executive room which turned out to be a corner room with views of mt ararat what a bonus the changing colours and perspectives of ararat at different times of the day was mesmerising and helped dilute the niggles with the hotel the one window looked out over the pool area and the other over english park the pool was empty the room was comfortable and of reasonable size by european standards there were however a colony of flies that were circling the main light in the room and as much as we tried to dispatch them reinforcements kept the colony going simply amazed that housekeeping did nothing to sort it out on the subject of housekeeping  it was inconsistent there is a kettle in the room with teacoffee etc but no milk not all cultures like milkless teacoffee also on some days not all towels were replaced appears as if they forgot also the body lotion supplied in the bathroom was already used yerevan has low humidity so skin dries out very quickly  beware and took a number of days before an unopened bottle was supplied strange wifi reception in the room was good and adequate the real downside of this room was that it overlooked the smoke chimney from the pizza restaurant downstairs so at times during the day smoke wafted into the room and was very unpleasant now if you like fresh air and open windows this is not great if you are a closed window airconditioning kind of person then no problem the other issue with having windows open is that at night barking dogs in the surrounding areas woke one up not sure where these dogs were but if you are a light sleeper this could be a problem  or close the windows and have a stuffy roomthat being said the bathroom was of reasonable size with a large walkin shower the water flow and temperature control was great also it included a seat for the indigent and an emergency alarmthe breakfast buffet was simple yet sufficient on some days replenishment of food was slow service here was also inconsistentsome days great and others lacklustreas if they had run out of steam were offered cappuccinos every day but they took forever to be delivered but once delivered they were very good excellence obviously takes time the great mystery was the egg lady at the egg station she was a master at getting the eggs as per your order  very few hotels get this right  but she used to frequently disappear to the kitchen with the resulting build up of demand for guests waiting for their eggs to be done bizarre one morning whilst waiting for egg lady to appear i returned to my table to find it had been cleared and even my glasses handed to the room reception efficiency when you do not want it and to top it all off on checkout found had been charged for breakfast on the last day  was supposed to be included in room rate quickly rectifiedso in short a great base in yerevan soso value for money great location great room service pizzas with inconsistent service",905,unknown
5,1/4/2014,Soup8,291   Reviews,business,   best western plus congress hotel  ,2014,Monday,usa,best room in yerevan booked for two nights stayed extra nightbreakfast was very good omelet made to orderitalian restaurant was excellent  pizza very well donestaff friendly and helped with all questionspool area was great for swimming and tanning,38,male
4,1/5/2014,badeente24,44   Reviews,business,   best western plus congress hotel  ,2014,Sunday,austria,business trip after a long flight i arrived at 5am and all i wanted was sleep checkin was super fast and the staff very friendly even reminded me to close the curtains if i wanted more sleep as the sun would rise very soon all the staff was very kind and went out of their way my whole stay the rooms are everything you need with a nice big bed i was surprised to find it a smoking room the booking was made by my company but i couldnt tell by smell at all the only clue to it was the ashtray in the room the bathroom is a nice size with a huge shower the provided water kettle plus a bottle of water were a nice touch unfortunate is that despite the 30c day i couldnt use the swimming pool as that opens on may 20 oh well overall a very nice stay the location was nice also with a few out onto a park over a busy road but very good windows so i heard nothing yerewan is nice to walk and everything is an easy walk from the hotel,192,unknown
4,1/5/2014,517Magdalenka517,105   Reviews,business,   best western plus congress hotel  ,2014,Thursday,poland,one night in yerevan i stayed just one day and night in yerevan in best western the hotel is centrally located big modern the rooms are quite small but nice you have everything you want there toiletries hairdryertowels the wifi is working properly just one negative thing as we had to leave the hotel at 4 in the night and we paid for room with breakfast we expected some packed breakfast for the way what we got was one sandwich with cheese and ham no water to drink no fruit and on the invoice you can read breakfast included well other things are really positive ,105,female
3,1/4/2014,ThomasOommen,105   Reviews,friends,   best western plus congress hotel  ,2014,Tuesday,india,the smallest room in yerevan we stayed in congress hotel for 4 nights in april beginning thinking that a nice hotelwe have booked a king size bed to have a better room but the size of the room is equivalent to first world hotel in genting island in malaysia i mean the smallestlocation of the hotel is very good with an 800 meters from republic square we havent seen or experienced  best western service anywhere exempt in letter headfront office staff were very formalbuffet breakfast items were same in all 4 daysin our next trip in may we chose hyatt near republic squareanyway it is okay for a short stay,110,unknown
3,1/5/2014,RogerRamjet68,25   Reviews,couple,   best western plus congress hotel  ,2014,Sunday,russia,q when is a pool not a pool a when its empty apparently despite 24c air temperature and the ability to heat the water to 26c one cant swim in may as swimming season starts in june theyll bring you a kettle but no cups cups but no tea the safe has a key lock with the heaviest chain ever that you have to lug around town with you the location is good the rooms clean the staff are pleasant but initiative is not a strong suit the restaurant has good food and service but is expensive we didnt rate this hotel as value for money,106,unknown
4,1/4/2014,twztwztwz,95   Reviews,business,   best western plus congress hotel  ,2014,Friday,czech republic,average hotel in a nice location location is the best for this hotel in the given price category  just minutes walk to the central square to the shops and restaurants wifi is fine acceptably quick and stable the breakfasts are somehow poor and monotonous with no vegetables at all but a good selection of fruits avoid the juices  not cooled and artificialstaff was helpful and nice with no exception which made the stay a pleasant experiencepool might be good but i cannot say nothing about it  albeit ir was 2530°c during our stay last week of april the pool was emptyall and all the hotel is fine for business trips and as a base for trips to the mountains and the sightseeing that is plenty in this small countrybut if you want a nice honeymoon stay choose differently,138,unknown
